id,status_group,translate
34370,functional,0
64088,functional needs repair,1
63102,functional,0
13743,non functional,2
4851,functional,0
70139,non functional,2
23243,non functional,2
58990,functional,0
4596,functional,0
56536,functional,0
12661,functional,0
43590,functional,0
14294,functional,0
36641,functional needs repair,1
60702,functional,0
41874,non functional,2
1040,non functional,2
631,functional,0
9811,non functional,2
3632,functional,0
63713,functional,0
28593,non functional,2
67127,functional,0
5583,non functional,2
4590,functional,0
1549,non functional,2
37330,functional,0
9378,functional,0
38086,functional,0
34918,non functional,2
56649,non functional,2
68658,functional,0
36864,functional,0
60674,non functional,2
16184,functional,0
68136,non functional,2
23490,non functional,2
12746,functional,0
25683,non functional,2
16646,non functional,2
23224,non functional,2
61166,functional,0
1618,non functional,2
70761,non functional,2
6267,functional,0
52502,functional,0
26810,functional,0
906,non functional,2
41236,non functional,2
7217,non functional,2
67039,functional,0
16596,functional needs repair,1
16159,non functional,2
54744,functional,0
29914,functional,0
158,functional,0
65621,non functional,2
4725,non functional,2
31439,functional,0
41152,non functional,2
40367,non functional,2
31572,functional,0
18366,functional,0
3135,non functional,2
3502,non functional,2
5524,functional,0
25701,functional,0
2348,non functional,2
73574,functional,0
46675,non functional,2
41129,functional needs repair,1
26731,functional,0
59312,functional,0
18140,non functional,2
21564,functional,0
21290,functional,0
65039,functional,0
40791,functional,0
28336,functional,0
19043,non functional,2
23830,functional,0
63342,functional,0
38402,non functional,2
55482,functional,0
2902,non functional,2
53866,non functional,2
63780,functional,0
61912,functional,0
45279,functional,0
18803,non functional,2
57082,functional,0
20589,non functional,2
53417,functional,0
74048,functional,0
69295,functional needs repair,1
2,functional,0
45949,functional,0
23208,functional,0
68546,functional,0
37460,non functional,2
20994,functional,0
17752,non functional,2
34037,non functional,2
33860,functional,0
61639,functional,0
13297,functional,0
5625,functional needs repair,1
53914,non functional,2
65115,functional,0
43055,non functional,2
3479,non functional,2
68477,functional,0
124,functional,0
67405,non functional,2
57597,functional,0
46848,non functional,2
42312,functional,0
55641,non functional,2
10102,functional,0
66842,non functional,2
21494,non functional,2
47653,functional,0
10637,functional needs repair,1
29384,non functional,2
59407,functional,0
39109,functional needs repair,1
40276,functional,0
2521,non functional,2
49903,non functional,2
7404,non functional,2
64691,non functional,2
14349,functional,0
61744,non functional,2
54793,functional,0
67515,functional,0
14644,non functional,2
11016,functional,0
48854,functional,0
3211,non functional,2
21475,functional,0
67728,functional,0
23236,non functional,2
43353,non functional,2
29675,functional,0
60955,functional,0
47910,non functional,2
37186,functional,0
55104,functional,0
20932,non functional,2
59536,functional,0
62964,functional,0
46745,non functional,2
57181,functional,0
26382,functional needs repair,1
26765,non functional,2
60102,non functional,2
43048,functional,0
40416,non functional,2
38275,functional,0
17858,functional,0
51732,non functional,2
36740,functional needs repair,1
22433,functional,0
8971,functional,0
53880,functional,0
18894,non functional,2
50721,functional,0
30005,functional,0
48785,functional,0
62958,functional,0
23584,non functional,2
35543,functional,0
37218,non functional,2
31450,functional,0
64362,non functional,2
70615,non functional,2
4835,non functional,2
38804,functional,0
38443,non functional,2
33518,non functional,2
32956,functional,0
57261,functional,0
43951,functional,0
62147,functional,0
2965,non functional,2
71900,non functional,2
25991,functional,0
55180,non functional,2
28843,functional,0
63588,non functional,2
54870,non functional,2
42392,functional,0
64385,functional,0
39735,functional,0
69240,functional,0
68137,functional,0
16058,functional,0
48011,functional,0
72944,functional,0
46568,non functional,2
62505,non functional,2
31906,non functional,2
6869,non functional,2
45587,functional,0
38644,non functional,2
30907,functional,0
68326,functional,0
71133,functional,0
21311,non functional,2
62883,functional,0
9633,non functional,2
44226,non functional,2
58066,non functional,2
61318,non functional,2
71035,non functional,2
62600,non functional,2
43594,non functional,2
30259,functional,0
55520,non functional,2
13181,functional needs repair,1
48219,non functional,2
55116,functional,0
16893,functional,0
15616,non functional,2
73955,functional,0
49502,functional needs repair,1
48410,functional,0
51017,functional,0
37421,functional,0
17449,functional needs repair,1
70869,non functional,2
43489,functional,0
2596,functional,0
13572,non functional,2
27928,functional,0
20839,functional,0
68464,non functional,2
68055,functional needs repair,1
11665,non functional,2
54438,functional needs repair,1
16447,functional,0
49644,non functional,2
39678,functional needs repair,1
55148,functional,0
52653,non functional,2
43993,non functional,2
7019,non functional,2
23183,non functional,2
35252,functional,0
22170,functional,0
2535,functional needs repair,1
28768,functional,0
57073,functional,0
20049,non functional,2
36538,non functional,2
36927,functional,0
5446,non functional,2
45475,non functional,2
594,non functional,2
26124,functional,0
1524,functional needs repair,1
68276,functional,0
52965,non functional,2
70634,functional,0
1689,functional,0
27966,non functional,2
54336,functional,0
57838,non functional,2
62084,non functional,2
61004,non functional,2
64923,functional,0
63826,functional,0
15093,functional,0
47894,functional,0
49703,functional,0
21734,functional,0
36726,non functional,2
11228,functional,0
45485,functional,0
20502,functional,0
67330,non functional,2
22479,functional,0
5496,non functional,2
11679,functional,0
19006,functional,0
73823,functional,0
23475,non functional,2
42252,functional,0
9957,functional,0
45205,functional,0
69817,functional,0
36540,functional,0
19552,functional,0
2699,non functional,2
32724,non functional,2
33348,functional needs repair,1
46070,functional,0
24797,functional needs repair,1
62389,non functional,2
57159,functional,0
10570,functional,0
15912,functional needs repair,1
60676,functional,0
71584,non functional,2
17588,non functional,2
72707,functional,0
11298,functional,0
11401,functional,0
20538,functional,0
2646,functional needs repair,1
38751,non functional,2
58732,functional,0
50442,functional,0
8677,functional needs repair,1
38431,functional,0
5272,non functional,2
46504,functional,0
10676,non functional,2
20052,non functional,2
9297,functional,0
50564,functional,0
53273,functional,0
53134,functional,0
16195,non functional,2
7537,functional,0
43552,functional,0
4410,functional,0
33081,non functional,2
35100,non functional,2
57862,functional,0
29221,functional,0
31988,non functional,2
47014,functional,0
56734,functional,0
45986,functional,0
10189,functional,0
59831,non functional,2
70672,non functional,2
13793,functional,0
47426,non functional,2
73686,functional,0
37995,functional,0
20520,functional,0
60698,functional needs repair,1
64703,functional,0
67370,functional needs repair,1
64015,functional,0
68400,functional,0
8591,functional,0
24746,non functional,2
55638,functional,0
35519,non functional,2
20301,functional,0
48445,non functional,2
60093,functional,0
23671,functional,0
52526,functional,0
12587,functional needs repair,1
4204,functional,0
36647,functional,0
70520,non functional,2
614,non functional,2
56909,non functional,2
49422,functional,0
43914,functional,0
1557,non functional,2
6373,functional,0
3891,functional,0
13998,non functional,2
48399,non functional,2
54101,functional,0
53391,non functional,2
28206,functional,0
37773,functional needs repair,1
51933,functional,0
51067,functional,0
52238,functional,0
24919,functional,0
26358,non functional,2
13759,functional,0
41271,functional,0
54873,functional,0
46210,non functional,2
15668,functional,0
6020,functional,0
14973,non functional,2
14307,non functional,2
60032,non functional,2
73215,functional,0
48917,functional,0
57185,non functional,2
28156,non functional,2
24686,functional,0
59926,functional,0
53947,functional,0
19544,non functional,2
71959,non functional,2
30623,functional,0
62650,non functional,2
51631,functional,0
15253,functional,0
34548,non functional,2
42789,functional needs repair,1
45657,non functional,2
5885,functional,0
5002,functional,0
39898,non functional,2
11952,functional needs repair,1
59282,functional,0
8588,functional,0
53409,functional,0
1928,functional,0
29308,functional,0
11233,functional,0
56930,functional,0
26304,functional,0
53840,functional,0
413,functional needs repair,1
62011,non functional,2
10805,functional,0
64692,non functional,2
24102,functional needs repair,1
71917,functional,0
51147,functional needs repair,1
4898,functional,0
9106,functional needs repair,1
3875,non functional,2
9799,functional,0
14584,non functional,2
14117,functional,0
39528,functional,0
34872,functional,0
36626,functional,0
24408,functional,0
2062,functional,0
64638,functional,0
36910,functional,0
15472,functional,0
57670,non functional,2
70893,non functional,2
10064,functional,0
67782,functional,0
69127,functional,0
8359,functional needs repair,1
71951,functional,0
557,functional,0
62496,functional,0
24713,functional,0
53359,non functional,2
34933,functional,0
63309,functional,0
14430,non functional,2
60938,non functional,2
9896,functional,0
69972,non functional,2
52841,functional,0
26905,functional,0
51330,non functional,2
43419,functional,0
13009,functional,0
53921,non functional,2
69676,non functional,2
37179,functional,0
39042,functional,0
57634,functional,0
10653,functional,0
45397,non functional,2
14642,functional,0
66255,non functional,2
3370,non functional,2
59136,functional,0
21339,functional,0
47677,functional,0
31163,functional,0
62397,functional,0
51083,functional,0
19447,non functional,2
9056,functional,0
19148,functional,0
28422,functional,0
33632,functional,0
48302,non functional,2
43879,functional needs repair,1
15112,functional,0
70706,non functional,2
39040,functional needs repair,1
28312,functional needs repair,1
48303,non functional,2
15157,functional,0
65065,non functional,2
1559,functional,0
8336,functional needs repair,1
52637,non functional,2
38177,functional,0
50880,functional,0
50288,functional,0
21539,functional,0
62476,functional,0
19289,non functional,2
64253,functional,0
57335,functional,0
13202,non functional,2
12235,non functional,2
21452,functional,0
16648,functional,0
18516,functional,0
73456,functional,0
30644,functional,0
24029,functional,0
16047,functional,0
67777,functional,0
53509,functional,0
39219,functional,0
16582,functional needs repair,1
68172,functional,0
28882,functional,0
39783,functional,0
16406,non functional,2
62034,functional,0
64085,non functional,2
40691,functional,0
65904,functional,0
6762,non functional,2
3386,functional,0
65224,functional,0
71745,functional,0
5801,non functional,2
2214,non functional,2
10416,functional,0
32875,functional,0
7882,functional,0
42273,functional,0
9965,functional,0
71533,functional,0
65471,functional,0
9889,non functional,2
71226,functional needs repair,1
34740,non functional,2
22584,functional,0
17265,functional,0
64595,functional,0
92,non functional,2
37907,non functional,2
13872,functional,0
24303,non functional,2
62201,functional needs repair,1
63837,functional,0
48038,non functional,2
766,non functional,2
52010,functional needs repair,1
7943,functional,0
23979,functional,0
7609,functional,0
70071,functional,0
69977,functional,0
41406,functional,0
29233,functional,0
52326,non functional,2
27032,functional,0
21391,functional,0
5973,functional,0
48507,functional,0
20587,non functional,2
3743,non functional,2
32522,functional,0
2075,functional,0
56183,functional,0
34655,functional,0
16339,functional,0
67876,functional needs repair,1
54121,non functional,2
28420,non functional,2
11948,functional,0
39093,functional,0
57566,functional,0
5771,functional,0
55373,functional,0
49388,non functional,2
68888,functional,0
21811,functional,0
57304,non functional,2
63245,non functional,2
3192,non functional,2
70895,non functional,2
5754,non functional,2
34006,functional,0
39483,non functional,2
20836,non functional,2
48187,functional,0
40012,non functional,2
7281,non functional,2
54325,functional needs repair,1
10901,functional,0
15499,non functional,2
57318,non functional,2
31100,functional,0
5859,functional,0
39416,functional needs repair,1
35865,non functional,2
29543,functional,0
50352,functional,0
19016,non functional,2
41916,functional,0
67282,non functional,2
56260,functional,0
53058,functional,0
68369,non functional,2
21940,functional,0
60428,non functional,2
40680,non functional,2
28670,functional,0
28984,functional needs repair,1
22721,functional,0
14345,non functional,2
62860,non functional,2
16942,non functional,2
30985,non functional,2
4593,non functional,2
60815,functional,0
31933,functional,0
62832,non functional,2
10020,functional,0
56202,functional,0
69523,non functional,2
42835,non functional,2
56294,non functional,2
62857,non functional,2
6198,functional,0
13412,non functional,2
10521,non functional,2
61477,functional,0
51227,non functional,2
71057,non functional,2
33194,functional,0
41543,functional,0
49449,functional,0
66827,functional,0
38472,non functional,2
11374,functional,0
14227,functional,0
37172,functional needs repair,1
53161,functional,0
33570,functional,0
33766,functional,0
37083,functional,0
30963,functional,0
370,functional,0
4665,functional,0
28137,non functional,2
45993,functional,0
9751,functional needs repair,1
1276,functional,0
15937,non functional,2
23733,functional,0
62292,non functional,2
65610,functional,0
54017,functional,0
35775,functional,0
63571,functional,0
13757,non functional,2
22285,non functional,2
17218,functional,0
57288,non functional,2
27349,functional,0
38287,non functional,2
37160,non functional,2
29765,non functional,2
36812,functional,0
64009,non functional,2
5883,functional,0
50082,functional,0
49456,functional,0
13886,non functional,2
46158,non functional,2
2594,non functional,2
24336,non functional,2
34239,non functional,2
32492,functional,0
64145,non functional,2
12484,functional,0
51804,functional needs repair,1
67901,functional,0
9081,functional,0
49815,functional,0
9426,functional,0
57783,functional needs repair,1
70284,functional,0
18211,non functional,2
73953,non functional,2
51202,non functional,2
64736,functional,0
5499,functional,0
32140,functional,0
28524,functional,0
24175,functional,0
1306,non functional,2
33480,functional needs repair,1
34258,functional,0
23164,functional,0
32817,functional,0
7666,functional,0
54536,functional,0
7192,functional needs repair,1
27120,non functional,2
73174,functional,0
73717,non functional,2
34427,non functional,2
50191,non functional,2
73259,functional,0
18493,functional,0
8523,functional,0
73995,non functional,2
35915,functional,0
18948,functional,0
68298,functional needs repair,1
6361,non functional,2
45545,non functional,2
31340,functional needs repair,1
33107,functional needs repair,1
14301,functional,0
44803,functional,0
10922,non functional,2
47538,functional,0
62485,non functional,2
7127,non functional,2
23553,non functional,2
61314,non functional,2
15932,functional needs repair,1
70550,non functional,2
48513,functional,0
30035,non functional,2
46050,functional,0
59778,functional,0
10170,functional,0
24284,functional,0
43041,functional,0
58986,functional,0
42061,non functional,2
39129,non functional,2
51377,non functional,2
61044,non functional,2
71003,functional,0
48755,non functional,2
69665,functional,0
8765,functional,0
58904,non functional,2
62274,functional,0
10344,functional,0
56599,functional,0
49879,functional,0
20164,functional needs repair,1
22891,non functional,2
73137,functional needs repair,1
23459,non functional,2
20573,functional,0
37877,non functional,2
9454,functional,0
16850,functional,0
51997,non functional,2
58260,functional,0
33117,non functional,2
22666,non functional,2
41117,non functional,2
28484,functional,0
881,non functional,2
22298,non functional,2
64112,non functional,2
51899,functional,0
59062,functional,0
2240,functional,0
4466,non functional,2
13891,functional,0
10447,functional,0
13065,functional needs repair,1
12800,functional,0
33478,functional,0
57738,functional needs repair,1
11082,functional,0
27896,non functional,2
22072,non functional,2
48922,functional needs repair,1
64342,non functional,2
9704,functional,0
10793,non functional,2
70563,non functional,2
31533,functional,0
8823,functional,0
25557,functional,0
73863,functional,0
25177,non functional,2
6548,functional needs repair,1
227,functional,0
30770,functional,0
25174,functional,0
23637,functional,0
10142,functional,0
69864,functional,0
39084,functional,0
12310,non functional,2
17249,non functional,2
60609,functional,0
23077,non functional,2
22021,non functional,2
60675,functional,0
8535,non functional,2
34335,non functional,2
71312,functional,0
69638,functional,0
60677,non functional,2
63422,non functional,2
1388,non functional,2
24664,functional,0
50333,non functional,2
69503,functional,0
71911,functional,0
28844,functional needs repair,1
18496,functional needs repair,1
10701,functional,0
22871,functional,0
61711,functional,0
53560,functional,0
46898,non functional,2
11769,functional,0
7552,non functional,2
5751,functional,0
44130,functional,0
44131,non functional,2
45662,non functional,2
10807,non functional,2
14660,non functional,2
23688,non functional,2
49041,functional,0
58779,non functional,2
55295,functional needs repair,1
1590,functional,0
13152,functional,0
68004,functional,0
34459,non functional,2
72336,non functional,2
56802,functional needs repair,1
7416,functional,0
28820,functional,0
40328,functional needs repair,1
63616,non functional,2
2169,non functional,2
60370,non functional,2
68519,non functional,2
23773,functional,0
44851,non functional,2
31291,functional,0
64168,non functional,2
4583,functional needs repair,1
38068,non functional,2
63996,functional,0
6427,non functional,2
27996,functional needs repair,1
15120,non functional,2
28148,non functional,2
267,functional,0
58757,non functional,2
7331,functional,0
4938,functional,0
50401,functional,0
50866,functional,0
52672,functional,0
49488,functional needs repair,1
42954,functional,0
24306,functional,0
38867,non functional,2
65506,functional,0
595,functional needs repair,1
24876,functional,0
53048,non functional,2
25713,functional,0
45453,functional,0
63094,functional needs repair,1
38587,functional,0
41095,non functional,2
38090,functional,0
32297,functional,0
18556,functional,0
66205,non functional,2
63511,non functional,2
43359,non functional,2
238,functional,0
14033,non functional,2
53197,non functional,2
64143,non functional,2
73145,functional,0
51246,functional,0
62531,functional needs repair,1
59998,functional,0
306,non functional,2
38129,functional needs repair,1
23045,functional,0
65681,non functional,2
14494,non functional,2
46736,functional,0
18576,non functional,2
22512,functional,0
37759,functional,0
52809,functional,0
17844,functional,0
6033,non functional,2
25197,functional,0
721,non functional,2
73665,non functional,2
42353,functional,0
52014,functional,0
34547,functional,0
31451,non functional,2
46126,non functional,2
23571,functional needs repair,1
30212,functional,0
22696,functional,0
49665,functional,0
39661,functional,0
6029,functional,0
55595,functional,0
4417,non functional,2
54280,functional,0
64813,functional,0
40695,functional,0
19307,functional,0
1818,non functional,2
34869,functional,0
8725,functional,0
40524,functional,0
41058,functional,0
73190,non functional,2
8174,functional needs repair,1
26659,functional,0
13570,functional,0
58051,non functional,2
38153,functional,0
2018,functional,0
70460,non functional,2
64607,functional,0
6651,functional,0
36905,functional,0
58033,non functional,2
27303,functional,0
25616,functional,0
37121,functional,0
56578,non functional,2
24723,non functional,2
9803,functional,0
13790,non functional,2
53210,functional,0
53318,functional,0
59580,non functional,2
38612,non functional,2
51577,functional,0
69772,non functional,2
73067,non functional,2
16080,non functional,2
20493,non functional,2
63156,functional needs repair,1
46560,non functional,2
59552,functional,0
4032,functional,0
33605,functional,0
60432,functional,0
2562,non functional,2
73306,functional,0
73885,functional,0
14870,functional,0
54962,functional,0
1671,functional,0
67248,functional needs repair,1
27730,functional,0
37327,non functional,2
39671,non functional,2
49780,functional,0
4769,functional,0
27585,non functional,2
9368,functional,0
2288,non functional,2
44410,non functional,2
33582,functional,0
29466,non functional,2
54343,functional,0
2050,functional,0
50386,functional,0
7543,functional,0
40505,functional,0
29953,functional,0
18195,functional,0
18015,functional,0
34685,non functional,2
57487,functional,0
12350,functional,0
781,non functional,2
107,functional,0
1438,non functional,2
63168,non functional,2
66809,non functional,2
62442,functional,0
16146,non functional,2
33852,functional,0
63639,non functional,2
44094,non functional,2
35121,functional,0
65392,functional,0
53911,functional needs repair,1
15382,non functional,2
3535,functional needs repair,1
2480,functional,0
59890,functional needs repair,1
51545,non functional,2
28060,functional,0
57121,functional needs repair,1
73262,functional,0
5556,functional,0
13586,functional,0
50977,functional,0
59508,non functional,2
74008,functional,0
39907,non functional,2
52016,functional,0
41605,non functional,2
55519,functional,0
66734,functional,0
66978,functional,0
55937,functional needs repair,1
22885,functional,0
71085,functional,0
52620,non functional,2
69621,functional,0
72956,functional,0
57327,non functional,2
69696,non functional,2
25828,functional,0
16282,non functional,2
21836,functional,0
63413,non functional,2
19500,non functional,2
72204,functional,0
42317,non functional,2
64183,functional,0
21638,functional,0
46748,non functional,2
33698,functional,0
28046,non functional,2
1529,functional,0
36810,functional,0
12829,functional needs repair,1
33855,non functional,2
12300,non functional,2
27982,functional,0
46894,non functional,2
57448,functional,0
985,functional,0
61813,non functional,2
33571,functional,0
31993,functional,0
58347,functional,0
9246,functional,0
4527,non functional,2
2473,non functional,2
53878,non functional,2
2123,functional,0
22958,functional,0
54396,functional,0
49024,non functional,2
51636,functional,0
25640,non functional,2
23428,non functional,2
21221,functional,0
21039,non functional,2
57517,functional,0
6464,functional,0
65647,functional,0
21634,functional,0
67519,functional,0
23212,non functional,2
26833,functional,0
67689,functional,0
64586,functional,0
54611,non functional,2
8877,non functional,2
54365,functional needs repair,1
19397,functional,0
65215,functional,0
19265,non functional,2
4714,functional,0
62752,non functional,2
11451,non functional,2
7387,functional needs repair,1
71602,functional,0
10360,functional,0
37531,functional needs repair,1
60946,functional,0
3467,functional needs repair,1
60621,functional,0
61991,functional,0
10953,functional,0
56752,functional,0
3819,functional,0
50104,functional,0
6263,non functional,2
46196,non functional,2
43515,non functional,2
54771,non functional,2
3412,non functional,2
49276,functional,0
71146,non functional,2
31317,functional,0
48247,functional,0
45328,functional,0
19538,non functional,2
72588,functional,0
14122,functional,0
31741,non functional,2
22993,functional,0
39576,non functional,2
71671,functional,0
35353,non functional,2
65783,functional,0
55761,functional,0
6315,functional,0
7090,functional,0
39886,non functional,2
26703,non functional,2
14993,functional needs repair,1
12610,functional,0
66897,functional,0
51061,functional,0
26033,non functional,2
11462,functional needs repair,1
65293,non functional,2
6958,non functional,2
30685,non functional,2
51182,functional,0
48793,functional,0
24262,functional,0
40468,functional,0
48946,functional,0
22726,functional,0
6457,functional,0
5231,functional,0
47291,non functional,2
37882,non functional,2
70240,non functional,2
5775,functional,0
33270,functional needs repair,1
42759,non functional,2
46038,non functional,2
29650,functional,0
10670,functional,0
14309,non functional,2
67564,functional,0
12981,non functional,2
38294,functional,0
14526,non functional,2
2474,functional,0
49457,functional,0
50090,non functional,2
55855,functional,0
22012,functional,0
52942,functional,0
20663,non functional,2
6800,functional,0
4016,functional,0
26723,non functional,2
3691,non functional,2
66116,functional needs repair,1
25331,functional,0
73810,functional,0
56089,functional needs repair,1
21526,non functional,2
23940,functional needs repair,1
14062,functional needs repair,1
50251,functional,0
993,functional,0
60245,non functional,2
4585,functional,0
12135,functional,0
38180,functional,0
49534,non functional,2
73014,functional,0
51896,non functional,2
3058,functional,0
45468,functional,0
72841,functional,0
53343,non functional,2
3231,non functional,2
65075,functional,0
59986,non functional,2
41676,functional,0
29420,functional,0
18232,functional needs repair,1
16201,functional,0
7864,non functional,2
16435,non functional,2
9280,functional,0
35075,functional,0
20333,non functional,2
12303,non functional,2
31535,non functional,2
64882,functional,0
45355,functional,0
14949,non functional,2
69289,non functional,2
44613,non functional,2
10280,non functional,2
6520,non functional,2
26626,functional,0
36420,functional,0
49996,non functional,2
47295,non functional,2
4009,functional,0
17817,non functional,2
50838,functional,0
42963,functional,0
52172,functional,0
56970,functional,0
66019,functional,0
68019,functional needs repair,1
25606,non functional,2
31851,non functional,2
22823,functional,0
16953,non functional,2
48171,functional,0
2886,non functional,2
65138,functional,0
43509,functional,0
45851,functional,0
24557,functional,0
19285,non functional,2
46896,functional,0
67580,functional,0
54601,functional,0
59675,functional,0
54452,non functional,2
69012,functional,0
53303,non functional,2
64426,functional,0
32813,non functional,2
45425,non functional,2
44667,non functional,2
48652,functional,0
11717,non functional,2
45583,functional,0
70523,non functional,2
65813,functional,0
29829,non functional,2
62925,functional,0
33433,functional,0
32239,functional,0
52808,non functional,2
1158,functional,0
58697,non functional,2
60323,functional,0
31556,non functional,2
14686,non functional,2
57705,non functional,2
69066,non functional,2
72525,functional,0
8358,functional,0
47919,non functional,2
8928,non functional,2
506,functional,0
7408,functional,0
50960,functional,0
20413,non functional,2
47327,functional,0
69283,functional,0
64497,functional,0
11254,non functional,2
57119,non functional,2
60721,functional needs repair,1
59418,functional,0
66901,functional,0
60429,non functional,2
27015,non functional,2
30439,functional,0
67385,functional,0
68194,functional,0
8600,functional,0
3017,functional,0
30883,non functional,2
23390,non functional,2
57924,non functional,2
54612,functional needs repair,1
57879,functional,0
16729,functional,0
63944,non functional,2
66486,functional needs repair,1
71207,non functional,2
65756,non functional,2
59734,functional,0
4748,functional,0
2454,functional,0
2757,functional,0
36653,functional needs repair,1
69535,non functional,2
23326,functional,0
56376,functional needs repair,1
70029,non functional,2
52411,functional,0
57392,functional,0
71167,functional,0
69615,functional,0
61664,non functional,2
28707,functional needs repair,1
25369,functional,0
30524,non functional,2
40703,functional needs repair,1
41214,functional,0
61940,functional,0
53465,non functional,2
61907,functional,0
17209,functional,0
45282,non functional,2
19575,non functional,2
57161,non functional,2
38040,functional,0
19230,non functional,2
38912,non functional,2
33874,functional,0
40226,functional,0
58396,non functional,2
64843,non functional,2
51856,functional,0
60884,functional,0
73272,functional,0
65066,functional,0
63228,functional,0
59819,functional,0
63029,functional,0
66076,non functional,2
26678,functional,0
23450,non functional,2
15826,non functional,2
18519,functional,0
23106,functional needs repair,1
47083,functional,0
19821,functional,0
61569,functional,0
57158,non functional,2
68781,non functional,2
48759,functional,0
57189,functional,0
28024,non functional,2
12629,functional,0
21897,functional,0
237,functional needs repair,1
25935,functional,0
58416,non functional,2
48334,non functional,2
47803,functional,0
352,functional,0
41084,functional,0
27045,non functional,2
22664,non functional,2
65757,functional,0
18536,functional,0
14064,functional,0
66220,functional,0
45002,functional needs repair,1
13085,functional,0
35335,functional,0
19534,non functional,2
41471,non functional,2
38639,non functional,2
36884,non functional,2
15084,functional,0
54203,non functional,2
27861,non functional,2
30672,functional,0
32275,functional,0
6284,functional,0
35179,non functional,2
71650,functional,0
19084,non functional,2
45336,non functional,2
64763,non functional,2
67902,functional,0
24323,non functional,2
3100,functional,0
11983,non functional,2
30044,functional,0
58048,non functional,2
67930,functional,0
23628,functional,0
23842,non functional,2
27132,functional,0
51528,non functional,2
28430,functional,0
56193,non functional,2
53310,non functional,2
66692,functional,0
34167,functional,0
49970,functional,0
23809,functional,0
49156,functional,0
64243,functional,0
55548,functional,0
2644,non functional,2
46772,functional,0
60787,functional,0
25227,functional,0
57832,functional,0
64664,functional,0
40456,non functional,2
48126,functional,0
45912,non functional,2
57678,non functional,2
16996,functional,0
29203,functional,0
8394,functional needs repair,1
47040,functional,0
50954,functional,0
45310,non functional,2
67612,non functional,2
17043,non functional,2
36141,functional needs repair,1
65203,functional,0
72226,functional,0
69025,functional,0
12846,non functional,2
33469,non functional,2
4759,non functional,2
44225,functional,0
41616,functional,0
42725,non functional,2
1954,functional,0
49715,functional,0
13187,functional,0
40410,functional,0
66624,non functional,2
822,functional,0
6240,non functional,2
5685,functional,0
4710,functional,0
23364,functional,0
30484,functional,0
30310,functional,0
8041,non functional,2
44121,non functional,2
62979,non functional,2
19358,functional,0
29597,functional,0
7872,functional,0
62323,non functional,2
17085,functional,0
34487,non functional,2
57196,functional,0
46698,non functional,2
28482,non functional,2
41651,functional,0
69537,functional,0
16642,functional needs repair,1
10732,non functional,2
36843,functional,0
45703,non functional,2
6873,functional,0
7350,non functional,2
58876,non functional,2
71770,non functional,2
28995,non functional,2
47850,functional needs repair,1
2336,non functional,2
8085,functional,0
49336,functional,0
66891,functional,0
33907,non functional,2
3682,functional,0
50108,non functional,2
50894,functional,0
46309,functional,0
28089,non functional,2
28761,functional,0
37351,functional,0
33496,non functional,2
68634,functional,0
62630,functional,0
19150,non functional,2
13823,functional needs repair,1
14210,non functional,2
3738,non functional,2
40010,non functional,2
14529,functional,0
34113,non functional,2
25125,non functional,2
51718,functional,0
23727,functional needs repair,1
22732,non functional,2
72393,non functional,2
34590,functional,0
44430,functional,0
65363,functional,0
2833,functional,0
5449,functional,0
19017,functional,0
602,functional,0
34399,non functional,2
52314,functional,0
67754,functional,0
11030,functional,0
37298,functional,0
20356,functional,0
16744,non functional,2
65770,functional needs repair,1
12470,functional,0
36225,functional,0
27863,functional,0
71174,non functional,2
30976,functional needs repair,1
15265,functional,0
57470,functional,0
24784,non functional,2
17194,non functional,2
5402,functional,0
62783,functional,0
52202,non functional,2
52777,functional,0
21253,functional,0
41067,functional,0
43588,non functional,2
38105,non functional,2
8102,functional,0
57141,functional,0
66545,non functional,2
11885,non functional,2
47979,functional,0
64695,functional,0
64907,non functional,2
4656,functional,0
26320,functional needs repair,1
14220,functional,0
13593,functional,0
8470,non functional,2
43677,non functional,2
64920,functional,0
29522,functional needs repair,1
21997,functional needs repair,1
42944,functional,0
69990,non functional,2
1635,non functional,2
43601,functional,0
17811,functional,0
58365,functional needs repair,1
33597,non functional,2
31499,non functional,2
21056,functional,0
49801,functional,0
69305,non functional,2
16449,functional,0
2424,functional,0
25533,functional,0
50959,non functional,2
18922,functional,0
14440,functional,0
34826,functional,0
38095,functional,0
65493,functional,0
54013,non functional,2
20232,functional,0
39486,functional,0
7326,functional,0
24725,functional,0
50152,functional,0
19164,functional,0
30539,functional,0
25349,functional,0
47977,functional,0
67232,functional,0
43111,functional,0
37637,functional,0
49436,functional,0
35556,non functional,2
58764,functional,0
72992,functional,0
60187,functional,0
66912,non functional,2
46154,functional,0
64708,functional,0
59906,functional,0
39449,non functional,2
35866,functional,0
65059,functional,0
60027,functional,0
11809,functional,0
24189,functional,0
22324,non functional,2
64142,functional,0
42700,non functional,2
14779,functional,0
11426,functional,0
33569,functional,0
8506,functional needs repair,1
52232,non functional,2
982,functional,0
37799,non functional,2
59731,non functional,2
35678,functional,0
3538,non functional,2
13945,functional,0
25547,non functional,2
21650,functional,0
11258,functional,0
261,functional,0
62266,non functional,2
19112,functional,0
385,functional,0
9169,non functional,2
10724,non functional,2
55965,functional,0
55405,functional needs repair,1
70502,functional,0
49448,functional,0
39607,functional,0
55183,functional,0
27455,non functional,2
73877,functional,0
6495,functional,0
